Codigo,DataVenda,CodFilial,CodCliente,NomeCliente,CidadeCliente,EstadoCliente,CodProduto,DescricaoProdutos,CodVendedor,NomeVendedor,ValorBruto,ValorLiquido,Desconto,Variação
282,2025-02-28 05:00:30,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,852963,MANOPLA TW12,1478,Ricardo Almeida,9269.71,8111.00,1158.71375,0.125
283,2025-07-30 08:22:35,21,2189,ANDREY PAIXAO SILVA,Recife,PE,963852,MANOPLA TW24,1241,Gabriela Rocha,8551.38,7482.46,1068.9225,0.125
284,2025-04-22 07:19:50,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,852741,MANOPLA ZW64,1241,Gabriela Rocha,22670.12,19836.36,2833.765,0.125
285,2024-09-16 06:20:51,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,963741,MANOPLA ZW90,8745,João Silva,12233.88,10704.65,1529.235,0.125
286,2025-04-25 02:34:49,21,2189,ANDREY PAIXAO SILVA,Recife,PE,789456,EIXO 12X48,1596,Mateus Carvalho,1678.91,1469.05,209.86375,0.125
287,2025-07-03 20:34:37,12,1254,EXLAB - LABORATORIO DE ANALISES CLINICAS LTDA,Goiânia,GO,123798,EIXO 24X48,9856,Juliana Ferreira,19129.73,16738.51,2391.21625,0.125
288,2025-05-18 14:32:08,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,147258,EIXO 36X48,4748,Thiago Nascimento,2744.31,2401.27,343.03875,0.125
289,2024-11-07 03:40:27,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,258369,EIXO 48X48,6454,Gustavo Ribeiro,10391.91,9092.92,1298.98875,0.125
290,2025-02-16 21:57:04,27,2787,TATIANE FLORES,Brasília,DF,951236,PORTA PALETE ,1596,Mateus Carvalho,2003.41,1752.98,250.42625,0.125
291,2025-01-14 01:43:28,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,325874,SUPORTE PORTA,5859,Carlos Souza,5816.89,5089.78,727.11125,0.125
292,2024-10-30 22:31:21,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,753698,PALETE PEQUENO,9897,Felipe Araújo,9519.22,8329.32,1189.9025,0.125
293,2025-04-15 08:39:14,31,3188,ADDLIFE DIAGNOSTICOS LTDA,Belém,PA,357412,PALETE MEDIO,1478,Ricardo Almeida,3024.82,2646.72,378.1025,0.125
294,2024-10-19 23:10:36,12,1254,EXLAB - LABORATORIO DE ANALISES CLINICAS LTDA,Goiânia,GO,357896,PALETE GRANDE,3256,Letícia Moreira,9256.46,8099.40,1157.0575,0.125
295,2024-08-26 04:59:59,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,985214,REFRIGERADOR TS4,5859,Carlos Souza,16073.77,14064.55,2009.22125,0.125
296,2024-11-17 15:14:22,30,3089,VITAL SYSTEMS ,Salvador,BA,985214,REFRIGERADOR TS4,2425,Bruno Rodrigues,16920.69,14805.60,2115.08625,0.125
297,2025-07-24 11:42:39,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,123456,CARRO TRANSPORTE,1616,Lucas Cardoso,23954.74,20960.40,2994.3425,0.125
298,2024-11-18 12:26:38,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,741852,GAVETA QUADRO,1616,Lucas Cardoso,4578.17,4005.90,572.27125,0.125
299,2025-04-20 18:06:35,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,852963,MANOPLA TW12,1616,Lucas Cardoso,10041.95,8786.71,1255.24375,0.125
300,2024-10-29 18:25:35,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,963852,MANOPLA TW24,4748,Thiago Nascimento,11222.18,9819.41,1402.7725,0.125
301,2024-11-10 18:11:43,36,3688,GL REPRESENTACOES,Vitória,ES,852741,MANOPLA ZW64,3256,Letícia Moreira,2536.13,2219.11,317.01625,0.125
302,2024-09-23 09:52:17,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,963741,MANOPLA ZW90,2425,Bruno Rodrigues,4351.36,3807.44,543.92,0.125
303,2025-04-20 12:22:45,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,789456,EIXO 12X48,1010,Maria Santos,11061.42,9678.74,1382.6775,0.125
304,2025-06-08 16:16:37,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,123798,EIXO 24X48,1616,Lucas Cardoso,5452.10,4770.59,681.5125,0.125
305,2024-09-28 18:13:38,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,147258,EIXO 36X48,7539,Rafael Pereira,19779.65,17307.19,2472.45625,0.125
306,2025-01-29 01:08:55,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,258369,EIXO 48X48,2369,Mariana Dias,9175.45,8028.52,1146.93125,0.125
307,2024-12-18 04:00:52,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,951236,PORTA PALETE ,4748,Thiago Nascimento,24365.22,21319.57,3045.6525,0.125
308,2025-07-27 10:02:57,29,2989,LBX PRODUTOS PARA LAB. LTDA,Maceió,AL,325874,SUPORTE PORTA,5859,Carlos Souza,2175.83,1903.85,271.97875,0.125
309,2024-12-29 10:54:01,30,3089,VITAL SYSTEMS ,Salvador,BA,753698,PALETE PEQUENO,1516,Beatriz Gomes,14562.98,12742.61,1820.3725,0.125
310,2025-04-10 23:29:43,12,1254,EXLAB - LABORATORIO DE ANALISES CLINICAS LTDA,Goiânia,GO,357412,PALETE MEDIO,1478,Ricardo Almeida,20272.27,17738.24,2534.03375,0.125
311,2024-11-30 18:41:04,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,357896,PALETE GRANDE,7531,Pedro Costa,11080.20,9695.18,1385.025,0.125
312,2024-11-09 01:36:41,27,2787,TATIANE FLORES,Brasília,DF,985214,REFRIGERADOR TS4,8521,Tatiana Lopes,3193.62,2794.42,399.2025,0.125
313,2025-07-21 19:23:05,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,985214,REFRIGERADOR TS4,1254,Larissa Barbosa,5927.78,5186.81,740.9725,0.125
314,2024-08-15 22:38:27,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,123456,CARRO TRANSPORTE,4748,Thiago Nascimento,13764.63,12044.05,1720.57875,0.125
315,2025-07-08 13:19:58,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,741852,GAVETA QUADRO,1010,Maria Santos,14495.42,12683.49,1811.9275,0.125
316,2025-02-21 18:10:17,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,852963,MANOPLA TW12,4567,Camila Martins,1709.34,1495.67,213.6675,0.125
317,2024-10-07 22:02:40,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,963852,MANOPLA TW24,4879,Vanessa Correia,3722.85,3257.49,465.35625,0.125
318,2025-01-07 14:14:52,10,1010,ASSOC. DAS PIONEIRAS SOCIAIS,São Paulo,SP,852741,MANOPLA ZW64,5514,Priscila Campos,16590.22,14516.44,2073.7775,0.125
319,2024-10-20 16:53:33,10,1010,ASSOC. DAS PIONEIRAS SOCIAIS,São Paulo,SP,963741,MANOPLA ZW90,2425,Bruno Rodrigues,5841.61,5111.41,730.20125,0.125
320,2025-01-14 17:50:31,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,789456,EIXO 12X48,6568,Leandro Pinto,21274.29,18615.00,2659.28625,0.125
321,2024-08-19 00:58:13,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,123798,EIXO 24X48,1241,Gabriela Rocha,11514.20,10074.93,1439.275,0.125
322,2025-01-11 23:44:48,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,147258,EIXO 36X48,1254,Larissa Barbosa,5799.17,5074.27,724.89625,0.125
323,2025-08-04 10:49:31,21,2189,ANDREY PAIXAO SILVA,Recife,PE,258369,EIXO 48X48,1596,Mateus Carvalho,9257.43,8100.25,1157.17875,0.125
324,2025-04-29 13:12:23,30,3089,VITAL SYSTEMS ,Salvador,BA,951236,PORTA PALETE ,1254,Larissa Barbosa,5928.94,5187.82,741.1175,0.125
325,2025-02-17 11:28:50,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,325874,SUPORTE PORTA,2369,Mariana Dias,8477.73,7418.01,1059.71625,0.125
326,2024-11-21 20:09:38,30,3089,VITAL SYSTEMS ,Salvador,BA,753698,PALETE PEQUENO,2425,Bruno Rodrigues,11368.02,9947.02,1421.0025,0.125
327,2024-08-17 13:06:34,10,1010,ASSOC. DAS PIONEIRAS SOCIAIS,São Paulo,SP,357412,PALETE MEDIO,1478,Ricardo Almeida,4431.49,3877.55,553.93625,0.125
328,2025-03-01 19:58:56,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,357896,PALETE GRANDE,1241,Gabriela Rocha,9511.76,8322.79,1188.97,0.125
329,2025-04-04 17:15:24,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,985214,REFRIGERADOR TS4,1241,Gabriela Rocha,4051.78,3545.31,506.4725,0.125
330,2025-05-30 12:41:45,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,985214,REFRIGERADOR TS4,8745,João Silva,23635.68,20681.22,2954.46,0.125
331,2024-10-12 11:45:55,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,123456,CARRO TRANSPORTE,1596,Mateus Carvalho,3666.15,3207.88,458.26875,0.125
332,2025-02-02 15:52:15,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,741852,GAVETA QUADRO,9856,Juliana Ferreira,7064.33,6181.29,883.04125,0.125
333,2025-07-21 21:14:32,29,2989,LBX PRODUTOS PARA LAB. LTDA,Maceió,AL,852963,MANOPLA TW12,4748,Thiago Nascimento,11832.15,10353.13,1479.01875,0.125
334,2024-09-03 01:59:33,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,963852,MANOPLA TW24,6454,Gustavo Ribeiro,3608.49,3157.43,451.06125,0.125
335,2024-09-22 11:29:17,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,852741,MANOPLA ZW64,1596,Mateus Carvalho,23076.41,20191.86,2884.55125,0.125
336,2025-05-04 17:50:06,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,963741,MANOPLA ZW90,5859,Carlos Souza,13517.59,11827.89,1689.69875,0.125
337,2025-07-07 15:12:33,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,789456,EIXO 12X48,9897,Felipe Araújo,8333.78,7292.06,1041.7225,0.125
338,2024-11-25 09:03:17,10,1010,ASSOC. DAS PIONEIRAS SOCIAIS,São Paulo,SP,123798,EIXO 24X48,1478,Ricardo Almeida,5396.96,4722.34,674.62,0.125
339,2025-04-15 17:03:17,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,147258,EIXO 36X48,3256,Letícia Moreira,24676.44,21591.89,3084.555,0.125
340,2024-12-10 20:45:41,27,2787,TATIANE FLORES,Brasília,DF,258369,EIXO 48X48,5859,Carlos Souza,3897.72,3410.51,487.215,0.125
341,2024-10-12 02:18:32,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,951236,PORTA PALETE ,2425,Bruno Rodrigues,3543.69,3100.73,442.96125,0.125
342,2024-09-17 11:34:02,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,325874,SUPORTE PORTA,1616,Lucas Cardoso,12784.75,11186.66,1598.09375,0.125
343,2024-10-17 20:48:09,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,753698,PALETE PEQUENO,1616,Lucas Cardoso,14012.52,12260.96,1751.565,0.125
344,2024-11-12 11:35:11,27,2787,TATIANE FLORES,Brasília,DF,357412,PALETE MEDIO,1616,Lucas Cardoso,11124.53,9733.96,1390.56625,0.125
345,2025-03-31 03:43:07,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,357896,PALETE GRANDE,4748,Thiago Nascimento,5265.72,4607.51,658.215,0.125
346,2025-05-08 19:06:29,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,985214,REFRIGERADOR TS4,3256,Letícia Moreira,4442.46,3887.15,555.3075,0.125
347,2025-07-26 10:58:39,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,985214,REFRIGERADOR TS4,2425,Bruno Rodrigues,12100.53,10587.96,1512.56625,0.125
348,2024-09-30 18:25:31,36,3688,GL REPRESENTACOES,Vitória,ES,123456,CARRO TRANSPORTE,1010,Maria Santos,21278.92,18619.06,2659.865,0.125
349,2025-01-07 03:39:51,30,3089,VITAL SYSTEMS ,Salvador,BA,741852,GAVETA QUADRO,1616,Lucas Cardoso,10077.76,8818.04,1259.72,0.125
350,2025-03-15 13:58:23,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,852963,MANOPLA TW12,7539,Rafael Pereira,16509.10,14445.46,2063.6375,0.125
351,2025-06-07 11:05:57,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,963852,MANOPLA TW24,2369,Mariana Dias,8859.18,7751.78,1107.3975,0.125
352,2025-03-10 22:12:29,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,852741,MANOPLA ZW64,4748,Thiago Nascimento,12781.12,11183.48,1597.64,0.125
353,2024-12-07 20:57:58,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,963741,MANOPLA ZW90,5859,Carlos Souza,4010.14,3508.87,501.2675,0.125
354,2025-01-03 11:13:31,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,789456,EIXO 12X48,1516,Beatriz Gomes,21607.62,18906.67,2700.9525,0.125
355,2025-06-02 08:49:06,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,123798,EIXO 24X48,1478,Ricardo Almeida,3016.71,2639.62,377.08875,0.125
356,2025-05-03 11:43:48,21,2189,ANDREY PAIXAO SILVA,Recife,PE,147258,EIXO 36X48,7531,Pedro Costa,3121.19,2731.04,390.14875,0.125
357,2024-10-15 11:50:26,30,3089,VITAL SYSTEMS ,Salvador,BA,258369,EIXO 48X48,8521,Tatiana Lopes,4863.98,4255.98,607.9975,0.125
358,2024-12-23 01:13:57,10,1010,ASSOC. DAS PIONEIRAS SOCIAIS,São Paulo,SP,951236,PORTA PALETE ,1254,Larissa Barbosa,11404.92,9979.31,1425.615,0.125
359,2024-11-23 17:40:59,27,2787,TATIANE FLORES,Brasília,DF,325874,SUPORTE PORTA,4748,Thiago Nascimento,2562.97,2242.60,320.37125,0.125
360,2025-04-19 04:04:47,27,2787,TATIANE FLORES,Brasília,DF,753698,PALETE PEQUENO,1010,Maria Santos,5600.66,4900.58,700.0825,0.125
361,2024-09-19 04:33:12,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,357412,PALETE MEDIO,4567,Camila Martins,10708.59,9370.02,1338.57375,0.125
362,2025-07-06 15:14:20,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,357896,PALETE GRANDE,4879,Vanessa Correia,18156.00,15886.50,2269.5,0.125
363,2025-01-16 08:58:47,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,985214,REFRIGERADOR TS4,5514,Priscila Campos,9550.94,8357.07,1193.8675,0.125
364,2025-01-22 16:43:18,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,985214,REFRIGERADOR TS4,2425,Bruno Rodrigues,22340.59,19548.02,2792.57375,0.125
365,2025-04-23 16:13:59,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,123456,CARRO TRANSPORTE,6568,Leandro Pinto,17078.75,14943.91,2134.84375,0.125
366,2025-06-16 17:52:12,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,741852,GAVETA QUADRO,1241,Gabriela Rocha,19063.07,16680.19,2382.88375,0.125
367,2024-12-02 11:43:29,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,852963,MANOPLA TW12,1254,Larissa Barbosa,5953.81,5209.58,744.22625,0.125
368,2024-11-25 23:54:57,21,2189,ANDREY PAIXAO SILVA,Recife,PE,963852,MANOPLA TW24,1596,Mateus Carvalho,10701.25,9363.59,1337.65625,0.125
369,2025-07-08 09:18:18,31,3188,ADDLIFE DIAGNOSTICOS LTDA,Belém,PA,852741,MANOPLA ZW64,1254,Larissa Barbosa,9374.54,8202.72,1171.8175,0.125
370,2024-12-21 08:21:37,29,2989,LBX PRODUTOS PARA LAB. LTDA,Maceió,AL,963741,MANOPLA ZW90,2369,Mariana Dias,2228.41,1949.86,278.55125,0.125
371,2024-09-29 03:20:49,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,789456,EIXO 12X48,2425,Bruno Rodrigues,15048.54,13167.47,1881.0675,0.125
372,2024-10-04 05:37:39,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,123798,EIXO 24X48,1478,Ricardo Almeida,6205.15,5429.51,775.64375,0.125
373,2024-08-20 08:44:11,12,1254,EXLAB - LABORATORIO DE ANALISES CLINICAS LTDA,Goiânia,GO,147258,EIXO 36X48,1241,Gabriela Rocha,14369.73,12573.51,1796.21625,0.125
374,2025-05-15 22:05:20,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,258369,EIXO 48X48,1241,Gabriela Rocha,4730.45,4139.14,591.30625,0.125
375,2025-02-12 10:47:59,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,951236,PORTA PALETE ,8745,João Silva,9269.71,8111.00,1158.71375,0.125
376,2025-05-23 13:35:59,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,325874,SUPORTE PORTA,1596,Mateus Carvalho,9038.71,7908.87,1129.83875,0.125
377,2025-06-15 15:37:22,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,753698,PALETE PEQUENO,9856,Juliana Ferreira,9304.87,8141.76,1163.10875,0.125
378,2025-03-26 17:05:54,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,357412,PALETE MEDIO,4748,Thiago Nascimento,5350.24,4681.46,668.78,0.125
379,2025-07-20 09:47:02,31,3188,ADDLIFE DIAGNOSTICOS LTDA,Belém,PA,357896,PALETE GRANDE,6454,Gustavo Ribeiro,5452.10,4770.59,681.5125,0.125
380,2025-07-11 03:25:40,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,985214,REFRIGERADOR TS4,1596,Mateus Carvalho,5027.63,4399.18,628.45375,0.125
381,2025-01-02 11:12:50,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,985214,REFRIGERADOR TS4,5859,Carlos Souza,11788.76,10315.17,1473.595,0.125
382,2024-08-21 21:24:40,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,123456,CARRO TRANSPORTE,9897,Felipe Araújo,7066.78,6183.43,883.3475,0.125
383,2025-08-06 13:42:33,29,2989,LBX PRODUTOS PARA LAB. LTDA,Maceió,AL,741852,GAVETA QUADRO,1478,Ricardo Almeida,19952.50,17458.44,2494.0625,0.125
384,2024-09-01 01:55:14,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,852963,MANOPLA TW12,3256,Letícia Moreira,16208.05,14182.04,2026.00625,0.125
385,2024-09-01 19:34:16,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,963852,MANOPLA TW24,5859,Carlos Souza,3193.62,2794.42,399.2025,0.125
386,2025-07-29 09:51:49,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,852741,MANOPLA ZW64,2425,Bruno Rodrigues,16590.22,14516.44,2073.7775,0.125
387,2025-05-27 04:46:30,27,2787,TATIANE FLORES,Brasília,DF,963741,MANOPLA ZW90,1616,Lucas Cardoso,11801.68,10326.47,1475.21,0.125
388,2025-07-23 04:09:51,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,789456,EIXO 12X48,1616,Lucas Cardoso,5928.94,5187.82,741.1175,0.125
389,2025-01-25 05:58:20,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,123798,EIXO 24X48,1616,Lucas Cardoso,10144.52,8876.46,1268.065,0.125
390,2025-02-13 07:29:08,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,147258,EIXO 36X48,4748,Thiago Nascimento,9619.32,8416.91,1202.415,0.125
391,2024-08-16 23:43:03,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,258369,EIXO 48X48,3256,Letícia Moreira,6086.22,5325.44,760.7775,0.125
392,2025-07-19 04:02:59,36,3688,GL REPRESENTACOES,Vitória,ES,951236,PORTA PALETE ,2425,Bruno Rodrigues,7064.33,6181.29,883.04125,0.125
393,2025-02-03 23:53:58,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,325874,SUPORTE PORTA,1010,Maria Santos,6919.51,6054.57,864.93875,0.125
394,2024-10-04 18:18:27,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,753698,PALETE PEQUENO,1616,Lucas Cardoso,9269.71,8111.00,1158.71375,0.125
395,2025-04-09 00:05:12,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,357412,PALETE MEDIO,7539,Rafael Pereira,5452.10,4770.59,681.5125,0.125
396,2024-08-17 10:32:01,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,357896,PALETE GRANDE,2369,Mariana Dias,5801.66,5076.45,725.2075,0.125
397,2024-11-27 09:27:46,27,2787,TATIANE FLORES,Brasília,DF,985214,REFRIGERADOR TS4,4748,Thiago Nascimento,23582.71,20634.87,2947.83875,0.125
398,2025-04-06 20:16:51,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,985214,REFRIGERADOR TS4,5859,Carlos Souza,4346.52,3803.21,543.315,0.125
399,2025-02-26 01:41:57,29,2989,LBX PRODUTOS PARA LAB. LTDA,Maceió,AL,123456,CARRO TRANSPORTE,1516,Beatriz Gomes,6122.26,5356.98,765.2825,0.125
400,2025-06-02 07:40:23,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,741852,GAVETA QUADRO,1478,Ricardo Almeida,5597.85,4898.12,699.73125,0.125
401,2025-03-24 02:31:58,21,2189,ANDREY PAIXAO SILVA,Recife,PE,852963,MANOPLA TW12,7531,Pedro Costa,2008.28,1757.25,251.035,0.125
402,2024-09-16 06:06:34,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,963852,MANOPLA TW24,8521,Tatiana Lopes,11289.75,9878.53,1411.21875,0.125
403,2025-02-22 08:56:20,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,852741,MANOPLA ZW64,1254,Larissa Barbosa,6373.35,5576.68,796.66875,0.125
404,2024-10-27 10:47:21,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,963741,MANOPLA ZW90,4748,Thiago Nascimento,9976.96,8729.84,1247.12,0.125
405,2025-01-12 19:24:10,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,789456,EIXO 12X48,1010,Maria Santos,6051.61,5295.16,756.45125,0.125
406,2025-03-12 05:23:57,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,123798,EIXO 24X48,4567,Camila Martins,10655.10,9323.21,1331.8875,0.125
407,2025-03-20 07:06:38,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,147258,EIXO 36X48,4879,Vanessa Correia,18628.41,16299.86,2328.55125,0.125
408,2025-03-18 19:26:21,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,258369,EIXO 48X48,5514,Priscila Campos,20369.75,17823.53,2546.21875,0.125
409,2025-03-05 17:19:26,27,2787,TATIANE FLORES,Brasília,DF,951236,PORTA PALETE ,2425,Bruno Rodrigues,16188.04,14164.54,2023.505,0.125
410,2025-02-08 13:55:47,36,3688,GL REPRESENTACOES,Vitória,ES,325874,SUPORTE PORTA,6568,Leandro Pinto,8470.58,7411.76,1058.8225,0.125
411,2025-06-03 12:02:59,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,753698,PALETE PEQUENO,1241,Gabriela Rocha,6662.77,5829.92,832.84625,0.125
412,2024-11-23 03:49:10,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,357412,PALETE MEDIO,1254,Larissa Barbosa,5237.67,4582.96,654.70875,0.125
413,2024-12-23 10:07:44,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,357896,PALETE GRANDE,1596,Mateus Carvalho,2954.94,2585.57,369.3675,0.125
414,2024-12-31 08:39:03,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,985214,REFRIGERADOR TS4,1254,Larissa Barbosa,5389.78,4716.06,673.7225,0.125
415,2025-03-24 16:51:59,30,3089,VITAL SYSTEMS ,Salvador,BA,985214,REFRIGERADOR TS4,2369,Mariana Dias,10186.34,8913.05,1273.2925,0.125
416,2025-02-04 23:30:03,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,123456,CARRO TRANSPORTE,2425,Bruno Rodrigues,11088.82,9702.72,1386.1025,0.125
417,2025-06-06 21:01:59,12,1254,EXLAB - LABORATORIO DE ANALISES CLINICAS LTDA,Goiânia,GO,741852,GAVETA QUADRO,1478,Ricardo Almeida,2001.97,1751.72,250.24625,0.125
418,2024-09-21 22:17:20,10,1010,ASSOC. DAS PIONEIRAS SOCIAIS,São Paulo,SP,852963,MANOPLA TW12,1241,Gabriela Rocha,9624.39,8421.34,1203.04875,0.125
419,2025-06-01 01:30:02,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,963852,MANOPLA TW24,1241,Gabriela Rocha,19359.84,16939.86,2419.98,0.125
420,2025-06-26 23:11:07,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,852741,MANOPLA ZW64,8745,João Silva,6279.92,5494.93,784.99,0.125
421,2025-06-18 02:48:01,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,963741,MANOPLA ZW90,1596,Mateus Carvalho,9225.38,8072.21,1153.1725,0.125
422,2024-12-17 09:58:35,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,789456,EIXO 12X48,9856,Juliana Ferreira,23650.18,20693.91,2956.2725,0.125
423,2025-08-01 08:41:39,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,123798,EIXO 24X48,4748,Thiago Nascimento,14754.82,12910.47,1844.3525,0.125
424,2024-10-23 02:59:52,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,147258,EIXO 36X48,6454,Gustavo Ribeiro,20623.70,18045.74,2577.9625,0.125
